age,gender,occupation,line_of_work,travel_time,easeof_online,home_env,prod_inc,sleep_bal,new_skill,fam_connect,relaxed,self_time,like_hw,dislike_hw,prefer,certaindays_hw,Unnamed: 19,time_bp.1,travel+work,avg_score,lifestyle_change,time_change
40-50,Female,Entrepreneur,,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,,0.0,0,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
26-32,Female,Working Professional,Teaching,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,,1.0,1,-2
33-40,Female,Medical Professional aiding efforts against COVID-19,,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,,-0.16666666666666666,0,2
40-50,Female,Entrepreneur,,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,,0.0,0,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
26-32,Female,Working Professional,Teaching,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,,1.0,1,-2
33-40,Female,Medical Professional aiding efforts against COVID-19,,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,,-0.16666666666666666,0,2
40-50,Female,Entrepreneur,,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,,0.0,0,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
26-32,Female,Working Professional,Teaching,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,,1.0,1,-2
33-40,Female,Medical Professional aiding efforts against COVID-19,,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,,-0.16666666666666666,0,2
40-50,Female,Entrepreneur,,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,,0.0,0,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
26-32,Female,Working Professional,Teaching,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,,1.0,1,-2
33-40,Female,Medical Professional aiding efforts against COVID-19,,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,,-0.16666666666666666,0,2
40-50,Female,Entrepreneur,,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,,0.0,0,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
26-32,Female,Working Professional,Teaching,0.5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1100,1000,Work/study from home,Yes,,9,,1.0,1,-2
33-40,Female,Medical Professional aiding efforts against COVID-19,,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,,5,,-0.16666666666666666,0,2
40-50,Female,Entrepreneur,,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,,9,,0.0,0,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Homemaker,,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,,-1.0,-1,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Homemaker,,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,,-1.0,-1,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Homemaker,,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,,-1.0,-1,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Homemaker,,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,,-1.0,-1,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Homemaker,,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,,-1.0,-1,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Homemaker,,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,,-1.0,-1,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Homemaker,,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,,-1.0,-1,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
26-32,Male,Working Professional,Other,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,,9,,0.16666666666666666,0,2
50-60,Female,Working Professional,Teaching,0.5,4,4,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,100,1111,Complete Physical Attendance,No,,7,,-0.5833333333333334,-1,2
40-50,Female,Working Professional,Teaching,0.5,1,3,0.5,0.5,0.5,0.5,0.5,0.5,1000,1000,Work/study from home,Yes,,7,,0.5,1,0
60+,Male,Currently Out of Work,,1.5,4,3,-1.0,1.0,1.0,1.0,1.0,1.0,1110,1,Complete Physical Attendance,No,,9,,0.6666666666666666,1,-4
50-60,Female,Homemaker,,0.5,1,2,1.0,-0.5,-0.5,-0.5,-0.5,-0.5,110,1,Work/study from home,Maybe,,5,,-0.25,-1,7
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
26-32,Female,Entrepreneur,,1.5,2,2,0.5,0.5,1.0,1.0,1.0,0.0,1110,101,Work/study from home,Yes,,5,,0.6666666666666666,1,4
26-32,Male,Working Professional,Management,1.5,1,1,0.5,0.5,1.0,1.0,0.0,0.5,100,101,Complete Physical Attendance,Maybe,,7,,0.5833333333333334,1,2
40-50,Female,Working Professional,Teaching,2.5,2,2,0.0,0.0,0.5,0.5,0.5,0.5,1110,111,Complete Physical Attendance,Yes,,9,,0.3333333333333333,1,0
50-60,Female,Homemaker,,0.5,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000,1,Complete Physical Attendance,No,,4,,-1.0,-1,0
33-40,Male,Working Professional,Government Employee,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,,7,,0.16666666666666666,0,-2
